Warehouse Location,Stock Number,Nomenclature,CIC,UI,ERRC,DOLT,DOLI,Dead Loc Flag,Serv Balance,IEX,Demand Level,SLC,Unit Price,Details
17A001K077,5340013425593BA,"CATCH,FLUSH",U,EA,XB3,2020168,2019280,,1,,1,0,$475.85,
17A001K078,6240008441758SX,INCADESC LAMP PR13,U,EA,XB3,2019305,2019280,,1,,1,0,$0.21,1
17A001K079,5325007208064SX,RING MS9013-01,U,EA,XB3,2020050,2019280,,13,,31,0,$0.08,2
17A001K080,5340004009733SX,LATCH H601S071C327,U,EA,XB3,2020057,2019280,,3,,2,0,$102.48,
17A001K081,3120009049818,BEARING DREMS8-085,U,EA,XB3,2019274,2019280,,14,,0,0,$111.46,
17A001K083,6340007898461SX,COVER 3B90049-127,U,EA,XB3,2019318,2019280,,5,,0,0,$297.08,
17A001L001,3120013279142,BUSHING/LS3859-3-5,U,EA,XB3,2019317,2019283,,16,,0,0,$2.83,
17A001L002,5999014925842GC,AG843000-19 ANTENNA,U,EA,XB3,2020176,2019183,,1,,1,0,$133.10,
17A001L003,5305004323881SX,NAS1123-12 SCREW,U,EA,XB3,2019274,2019283,,26,,22,0,$2.39,
17A001L004,5310010535311EW,WASHER FLAT,U,EA,XB3,2019003,2019283,,42,,0,0,$0.02,
17A001L005,4720001537101,HOSE ASSY,U,EA,XB3,2020092,2019283,,2,,0,0,$14.93,
17A001L006,5310011117546SX,NUT NAS1794C4-1,U,EA,XB3,2020059,2019283,,80,,111,0,$1.55,1
17A001L007,5310007226091SX,WASHER NAS1197-8,U,EA,XB3,2017274,2019283,,66,,15,0,$0.05,
17A001L008,5330012026647SX,GASKET,U,EA,XB3,2020037,2019283,,3,,4,0,$29.10,2
17A001L009,5330014168958SX,GASKET 9608M8G24,U,EA,XB3,2019274,2019283,,15,,0,0,$4.81,
17A001L010,5310013311150SX,"NUT,SELF LOCK",U,EA,XB3,2019274,2019283,,8,,4,0,$6.24,1
17A001L011,5365009144096SX,FITTING  NAS1211A10,U,EA,XB3,2019274,2019283,,1,,0,0,$5.82,
17A001L012,5315001030622SX,"PIN,QUICK RELEASE N",U,EA,XB3,2019274,2019283,,3,,0,0,$4.58,
17A001L013,5365001811536SX,SPACER LS35128-C023,U,EA,XB3,2019274,2019283,,41,,0,0,$16.12,
17A001L014,5305000685287SX,SCREW THLG.376IN,U,HD,XB3,2019274,2019283,,2,,2,0,$3.10,
17A001L015,5320015136159BA,"PIN-RIVET,THREADED",U,EA,XB3,2020168,2019283,,3,,3,0,$5.00,1
17A001L016,5365009477192SX,LS1588C3 SPACER,U,EA,XB3,2020061,2019284,,0,,0,0,$2.10,1
17A001L017,3120014623683BA,"BUSHING,SLEEVE",U,EA,XB3,2020168,2019283,,1,,0,0,$2.35,
17A001L018,5320013328029SX,PIN-RIVET THREADED,U,EA,XB3,2020135,2019284,,110,,0,0,$1.10,
17A001L019,5306010097105SX,BOLT MS9501-10,U,EA,XB3,2020049,2019283,,1,,0,0,$1.65,
17A001L020,5930014169074EH,"SWITCH, PUSH",U,EA,XF3,2020169,2020177,,1,,1,0,"$2,119.82",
17A001L021,5940010791935EH,"SPLICE, CONDUCTOR L",U,PG,XB3,2019274,2019283,,1,,1,0,$15.80,1
17A001L022,5340007813916SX,SNAP HOOK,U,EA,XB3,2019274,2019283,,5,,0,0,$2.87,
17A001L023,5305009040902,"SCREW, MACHINE",U,EA,XB3,2020092,2019288,,113,,95,0,$0.11,1
17A001L024,5310009826816,"NUT,SELF-LOCKING,HE",U,EA,XB3,2019274,2019283,,2,,0,0,$0.51,1
17A001L025,5340004895684SX,LOOP STRAP 6411B,U,EA,XB3,2019302,2019283,,24,,2,0,$0.31,1
17A001L026,5331004142810KF,"PACKING,PREFORMED",U,EA,XB3,2020016,2019283,,14,,16,0,$1.04,1
17A001L027,5930014731913BA,"SWITCH,PRESSURE",U,EA,XB3,2020168,2019283,,1,,0,0,"$1,127.50",
17A001L028,5305004324663SX,SCREW NAS1124-12,U,EA,XB3,2019274,2019283,,19,,0,0,$1.30,
17A001L029,5305011093110SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020183,2019284,,60,,60,0,$0.98,1
17A001L030,5315015142854,LS35090T05F0119 PIN,U,EA,XB3,2019274,2019283,,1,,1,0,$111.98,
17A001L031,5365014370500BA,SHIM,U,EA,XB3,2020168,2019283,,10,,10,0,$1.56,1
17A001L032,5320015436381BA,PIN-RIVET,U,EA,XB3,2020168,2019283,,10,,0,0,$7.00,
17A001L033,4730005416607SX,"ADAPTER,,TUBE TO HO",U,PG,XB3,2020092,2019283,,3,,3,0,$66.79,1
17A001L035,5315009046861SX,"PIN, QUICK RELEASE",U,EA,XB3,2020126,2019283,,1,,1,0,$10.71,
17A001L036,5935004195450EH,ADAPTER MS27559-2,U,EA,XB3,2020092,2019283,,1,,1,0,$24.27,
17A001L037,4820011958432,VALVE,U,EA,XB3,2019191,2019283,,2,,0,0,$420.44,
17A001L038,1560014469452BA,"DOOR ASSY,LATCH ACC",7,EA,XF3,2020168,2019283,,0,,1,0,"$1,756.88",1
17A001L040,3120013583700,"BUSHING,SLEEVE",U,EA,XB3,2020129,2019283,,4,,4,0,$7.71,
17A001L041,5930002455665TG,SWITCH 21EN51RB8,U,EA,XB3,2020092,2019283,,4,,0,0,"$1,016.74",1
17A001L042,5310013341332SX,"NUT,CLIP-ON",U,EA,XB3,2020037,2019283,,80,,68,0,$0.74,1
17A001L043,5325008197291SX,GROMMET BH.130IN BO,U,GR,XB3,2020170,2019283,,0,,0,0,$18.62,
17A001L044,5320015158589BA,PIN-RIVET,U,EA,XB3,2020168,2019283,,20,,0,0,$38.00,
17A001L046,5310013628428BA,"WASHER,FLAT",U,EA,XB3,2020168,2019283,,20,,0,0,$0.93,
17A001L047,5306010563194SX,BOLT NAS6203-4,U,EA,XB3,2020038,2019283,,71,,48,0,$0.09,2
17A001L048,5306012586034SX,SHEAR BOLT,U,EA,XB3,2019274,2019283,,6,,0,0,$4.70,
17A001L049,5340013597020SX,"CLAMP, LOOP",U,EA,XB3,2019274,2019283,,20,,5,0,$1.96,
17A001L050,5320010658856SX,RIVET SOLID,U,EA,XB3,2020153,2019283,,50,,40,0,$0.14,1
17A001L051,5305004208250SX,SCREW NAS1631-4,U,EA,XB3,2019323,2019284,,372,,67,0,$0.96,
17A001L052,6210001081649SX,LIGHT 4L97503-241A,U,EA,XB3,2019317,2019283,,3,,0,0,$576.22,
17A001L055,6340008495409SX,LIGHT ASSY,U,EA,XB3,2020093,2019283,,1,,0,0,$690.41,
17A001L056,5305002455063SX,SCREW DLC7900-10B6,U,EA,XB3,2020147,2019284,,170,,158,0,$3.93,1
17A001L057,3120011944514,BEARING M81934-1-04,U,EA,XB3,2019274,2019283,,1,,0,0,$93.53,
17A001L060,5331004142673KT,SEE ITEM DATA QUERY,U,EA,XB3,2020126,2019283,,1,D,0,0,$0.93,
17A001L061,5342006520429SX,LOCK NAS559-5,U,EA,XB3,2019309,2019283,,25,,32,0,$5.30,1
17A001L062,3120010069150,BEARING   MS21230-5,U,EA,XB3,2019274,2019283,,3,,0,0,$22.00,1
17A001L063,5330005821534SX,"RETAINER,PACKING",U,EA,XB3,2019318,2019283,,2,,2,0,$3.48,
17A001L064,5305001448440SX,SCREW NAS1123-2,U,EA,XB3,2019317,2019284,,2086,,1,0,$0.73,
17A001L065,5306008892867SX,"BOLT,HEX HD CLSETOL",U,EA,XB3,2019274,2019283,,1,,1,0,$1.89,
17A001L066,5325008106492SX,RING,U,EA,XB3,2019274,2019283,,13,,12,0,$0.28,
17A001L067,5305011827678SX,"BOLT,TORQUE SET",U,EA,XB3,2020163,2019283,,5,,20,0,$3.07,1
17A001L068,3040015310823,FAN BALANCE WEIGHT,U,EA,XB3,2019274,2019283,,20,,0,0,$40.83,
17A001L069,3040015310817,FAN BALANCE WEIGHT,U,EA,XB3,2019274,2019283,,20,,0,0,$40.23,
17A001L071,5325010536183WF,RING RETAINER,U,EA,XB3,2019327,2019288,,250,,296,0,$0.26,3
17A001L072,5310004716451SX,WASHER SP126G,U,EA,XB3,2020027,2019283,,2,,0,0,$1.68,
17A001L073,5330014558085BA,"SEAL,NONMETALLIC SP",U,EA,XB3,2020168,2019283,,1,,0,0,$58.67,
17A001L074,5330006842168SX,RETAINER PACKING,U,EA,XB3,2019274,2019283,,4,,0,0,$1.42,
17A001L076,6240001557848SX,"LAMP,INC-28V-40MA",U,EA,XB3,2019274,2019283,,1,,1,0,$0.73,1
17A001L078,5305009200548SX,SCREW NAS1153V5,U,EA,XB3,2020183,2019283,,50,,30,0,$1.33,1
17A001L079,1560000447042UC,STOP 4F75022-103A,U,EA,XB3,2020147,2019283,,11,,0,0,$58.88,
17A001L080,5310009825063SX,NUT MS2104B08,U,EA,XB3,2020121,2019288,,81,,42,0,$0.20,1
17A001L081,6210008193930SX,LIGHT MS25041-11,U,EA,XB3,2020070,2019283,,10,,12,0,$13.43,
17A001L085,5310010304916FJ,"WASHER,RECESSED",U,EA,XB3,2020176,2019283,,15,,10,0,$0.11,
17A001M002,1680014223424BA,STRAP WEBBING,U,EA,XB3,2020168,2019283,,0,,0,0,$278.65,2
17A001M003,5305013415112SX,"SCREW, MACHINE",U,EA,XB3,2019274,2019283,,3,,0,0,$1.54,
17A001M004,5365013494228SX,SHIM,U,EA,XB3,2019274,2019283,,9,,6,0,$11.22,
17A001M006,5365014165341SX,BEARING/4D0008-4-03,U,EA,XB3,2019274,2019283,,2,,0,0,$7.37,
17A001M007,1680014711319BA,"INSULATION,BLANKET",U,EA,XB3,2020168,2019283,,3,,0,0,$147.15,
17A001M008,5935015484078LT,"BACKSHELL, ELECTRIC",U,EA,XB3,2020155,2019283,,21,,0,0,$27.79,
17A001M009,5935015484064LT,"BACKSHELL, ELECTRIC",U,EA,XB3,2020155,2019283,,14,,0,0,$518.59,
17A001M010,5310001102940NY,WASHER 9666M09P03,U,EA,XB3,2019277,2019283,,139,,0,0,$5.69,
17A001M011,5305010440736SX,SETSCREW,U,EA,XB3,2019274,2019283,,42,,0,0,$2.36,
17A001M012,5320014979318BA,"PIN-RIVET,THREADED",U,EA,XB3,2020168,2019283,,10,,3,0,$7.50,1
17A001M013,5305002348785SX,SCREW 4G53868-101A,U,EA,XB3,2019274,2019283,,2,,0,0,$3.62,
17A001M014,5320014725510BA,"PIN-RIVET,THREADED",U,EA,XB3,2020168,2019283,,70,,70,0,$3.65,1
17A001M015,5305013892576SX,SCREW CLOSE TOLERAN,U,EA,XB3,2020111,2019283,,46,,50,0,$1.52,1
17A001M017,5310013438339,"NUT,SELF-LOCKING,EX",U,EA,XB3,2020062,2019283,,150,,157,0,$1.23,1
17A001M018,4730004519232SX,COUPLN 63651L117G28,U,EA,XB3,2020092,2019283,,1,,1,0,"$1,584.26",
17A001M019,5310006166822,WASHER FLAT,U,EA,XB3,2019091,2019283,,109,,6,0,$0.03,1
17A001M020,5305013591335SX,"SCREW, PANEL",U,EA,XB3,2020170,2019288,,38,,50,0,$5.04,1
17A001M021,1560002293800UC,RING VENT END 4P110,U,EA,XB3,2020043,2019283,,1,,1,0,$61.60,
17A001M022,5305009640419SX,"SCREW,MACHINE",U,EA,XB3,2020015,2019283,,166,,71,0,$0.14,1
17A001M023,5935013706296EH,"BACKSHELL, ELECTRIC",U,EA,XB3,2020161,2019283,,2,,1,0,$34.62,
17A001M024,1660000525506BO,"CAP ASSY,LOX VA",U,EA,XB3,2020064,2020087,,1,,1,0,$66.22,
17A001M025,5305013594638SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,15,,15,0,$6.78,
17A001M026,5331002881976SX,"PACKING,PREFORMED",U,EA,XB3,2020101,2019283,,7,,0,0,$0.28,
17A001M027,5315002981498SX,PIN 118799,U,HD,XB3,2020179,2019283,,3,,3,0,$2.80,3
17A001M028,5340015112903BA,TURNBUCKLE BODY,U,EA,XB3,2020168,2019283,,1,,0,0,$27.00,
17A001M029,5330013773684BA,"SEAL, NONMETALLIC R",U,EA,XB3,2020168,2019283,,1,,1,0,$245.00,
17A001M030,5305002071789SX,SCREW THRD LGTH 0.3,U,HD,XB3,2019274,2019283,,3,,3,0,$14.57,
17A001M031,5320014580222BA,"PIN-RIVET,THREADED",U,EA,XB3,2020168,2019283,,115,,0,0,$1.61,1
17A001M032,5306011864546SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019283,,4,,2,0,$6.08,
17A001M033,5340013585401BA,"CONNECTOR,ROD END,",U,EA,XB3,2020168,2019283,,1,,0,0,"$1,070.00",
17A001M034,5340008508060SX,BUCKLE,U,EA,XB3,2019274,2019283,,2,,2,0,$5.34,
17A001M035,5340015000562BA,"RETAINER,NUT AND BO",U,EA,XB3,2020168,2019283,,3,,0,0,$12.65,
17A001M036,6210001186936SX,"LIGHT,INDICATOR",U,EA,XB3,2019274,2019283,,14,,0,0,$7.01,1
17A001M038,1560001027762UC,PLUNGER 4F55685-103,U,EA,XB3,2019316,2019283,,14,,0,0,$22.04,
17A001M039,5342000313500SX,STOP 4F55523-101B,U,PG,XB3,2019338,2019288,,0,,0,0,$32.61,1
17A001M040,5305014399693SX,BOLT,U,EA,XB3,2020153,2019283,,1,,1,0,$10.40,
17A001M042,5310007848145SX,NUT 02-14051A05,U,EA,XB3,2020153,2019283,,37,,37,0,$1.13,1
17A001M043,1650005582882,FILTER PG=2EA,U,PG,XB3,2020009,2019288,,1,,0,0,$182.03,
17A001M045,5305009887609SX,"SCREW,CAP,SOCKET HE",U,EA,XB3,2019024,2019283,,9,,0,0,$0.26,1
17A001M046,5305008212838SX,NAS1153-7 SCREW,U,EA,XB3,2020013,2019283,,15,,0,0,$0.11,
17A001M047,5310010950727SX,WASHER 133A1624P90,U,EA,XB3,2019274,2019283,,9,,0,0,$1.71,
17A001M048,3120008107715,BRUSHING,U,EA,XB3,2019274,2019283,,1,,0,0,$1.71,
17A001M049,5310002058491SX,"WSHR, HD 0.441IN OD",U,HD,XB3,2019280,2019283,,1,,1,0,$6.44,
17A001M050,4730009314616SX,"NIPPLE,TUBE  AS5406",U,EA,XB3,2020122,2019283,,2,,2,0,$14.30,
17A001M052,1680014673709BA,"BLADE,WINDSHIELD WI",U,EA,XB3,2020168,2019283,,2,,2,0,$31.42,
17A001M053,5306006151585SX,"BOLT, SHEAR",U,EA,XB3,2020033,2019283,,10,,7,0,$13.67,2
17A001M056,5320013336490SO,HLT116-6-5PINRIVETT,U,EA,XB3,2019318,2019283,,39,,19,0,$0.96,3
17A001M058,5305009177788SX,SCREW NAS1153V9,U,EA,XB3,2020176,2019288,,71,,76,0,$3.01,1
17A001M059,5331013949005SX,O-RING,U,EA,XB3,2020042,2019283,,4,,5,0,$1.71,
17A001M061,3110008385033PR,BALL BEARING PG=100,U,PG,XB3,2020032,2019283,,4,,1,0,$202.77,
17A001M063,3120008101964,"BUSHING, SLEEVE",U,EA,XB3,2019274,2019283,,6,,0,0,$1.82,1
17A001M064,5305010167517SX,"SCREW, MACHINE",U,EA,XB3,2019330,2019283,,54,,2,0,$0.12,2
17A001M065,5310013434704SX,CLIPNUT,U,EA,XB3,2019274,2019283,,71,,40,0,$0.61,1
17A001M066,5331002457175SX,S8990-608 PACKING,U,EA,XB3,2020134,2019283,,18,,19,0,$0.67,1
17A001M067,5340014467905BA,"CLAMP, LOOP, CIRCUL",U,EA,XB3,2020168,2019283,,2,,1,0,$11.75,
17A001M068,5305011128689SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,90,,66,0,$0.47,1
17A001M069,5305010580752SX,SCREW NAS1581C4T3,U,EA,XB3,2019274,2019283,,16,,6,0,$0.71,
17A001M070,5331001660991,O-RING,U,EA,XB3,2019308,2019283,,6,,6,0,$0.17,
17A001M071,5306014371318SX,BOLT/NAS1306-23H,U,EA,XB3,2019274,2019283,,6,,1,0,$7.02,
17A001M073,5325007931766SX,STUD 26S22-4,U,EA,XB3,2020049,2019283,,2,,1,0,$18.92,
17A001M074,5305011704573SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019274,2019283,,2,,15,0,$1.88,
17A001M075,5925013856106EH,CIRCUIT BREAKER,U,EA,XB3,2020169,2019283,,4,,1,0,$17.95,1
17A001M076,3040015310818,FAN BALANCE WEIGHT,U,EA,XB3,2019274,2019283,,20,,0,0,$57.05,
17A001M077,5306002540331SX,BOLT 9633M44P01,U,EA,XB3,2019274,2019283,,8,,0,0,$42.28,
17A001M079,5310001768108SX,NUT PLAIN 17551,U,EA,XB3,2020042,2019288,,3,,7,0,$0.93,1
17A001M080,5315014660574BA,"PIN,LOCK",U,EA,XB3,2020168,2019283,,4,,4,0,$19.00,
17A001N002,5355010162952SX,KNOB,U,EA,XB3,2019274,2019283,,1,,1,0,$7.12,1
17A001N003,5935015484066LT,"BACKSHELL, ELECTRIC",U,EA,XB3,2020092,2019283,,24,,0,0,$41.08,
17A001N004,5305001249781SX,SCREWS/NAS1624-12,U,EA,XB3,2019274,2019283,,10,,1,0,$0.56,
17A001N005,5935013069057QD,CONNECTOR PLUG,U,EA,XB3,2020183,2019283,,1,,1,0,$355.02,2
17A001N006,5331995670411SX,"PACKING, PREFORMED",U,EA,XB3,2019274,2019283,,2,,0,0,$1.12,
17A001N007,5935015483102LT,"CONNECTOR, PLUG, EL",U,EA,XB3,2020155,2019283,,33,,0,0,$94.35,
17A001N008,5305013428575SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020163,2019283,,81,,90,0,$1.60,2
17A001N009,5935015484080LT,"BACKSHELL, ELECTRIC",U,EA,XB3,2020155,2019283,,7,,0,0,$83.67,
17A001N010,5935015484071LT,"BACKSHELL, ELECTRIC",U,EA,XB3,2020155,2019283,,6,,0,0,$427.16,
17A001N011,5310000581823SX,"NUT,SELF",U,EA,XB3,2020163,2019288,,104,,81,0,$0.78,1
17A001N012,5306013255768SX,4F79015-101A BOLT,U,EA,XB3,2019274,2019283,,36,,0,0,$15.44,
17A001N014,5310009475388SX,WASHER LS5984D3H,U,EA,XB3,2020147,2019284,,3101,,202,0,$0.05,2
17A001N015,5945008489071EH,RELAY 3078253,U,EA,XB3,2020155,2019283,,4,,0,0,$19.52,
17A001N016,4730014537900BA,"TEE,TUBE",U,EA,XB3,2020168,2019283,,1,,0,0,$424.30,
17A001N017,5330006270594SX,PACKING 354122,U,EA,XB3,2020033,2019283,,40,,7,0,$2.26,1
17A001N018,5340014250683SX,"SNAP,HOOK",U,EA,XB3,2020034,2019283,,30,,30,0,$1.60,
17A001N021,3110013425759,CAM,U,EA,XB3,2019274,2019283,,2,,2,0,$70.10,
17A001N022,5310008943638,"NUT,SELF-LOCKING,EX",U,EA,XB3,2019317,2019284,,67,,4,0,$0.69,
17A001N023,5306010570326SX,"BOLT,SHEAR",U,EA,XB3,2020183,2019283,,4,,4,0,$0.51,
17A001N024,5340004777199SX,CLAMP/4G53847-101A,U,EA,XB3,2019322,2019283,,14,,1,0,$4.58,
17A001N025,1560008903690UC,LINK 4F53749-103A,U,EA,XB3,2019274,2019283,,1,,1,0,$206.89,
17A001N026,5305011808696SX,SCREW NAS1581C3T2,U,EA,XB3,2020001,2019283,,4,,3,0,$0.42,
17A001N027,1650004433191UC,PISTON,U,EA,XB3,2020162,2019283,,0,,0,0,$421.37,
17A001N028,5310011838756SX,WASHER 4F73463-101A,U,EA,XB3,2019319,2019283,,133,,2,0,$0.22,
17A001N029,5930007669379EH,SWITCH 2HM1-6,U,EA,XB3,2020092,2019283,,9,,0,0,$293.09,
17A001N030,5310010768123SX,"NUT,PLAIN HEX",U,EA,XB3,2019274,2019283,,9,,9,0,$4.10,
17A001N031,5331014072335SX,O-RING,U,EA,XB3,2019274,2019283,,5,,5,0,$2.62,
17A001N032,5305013679438SX,"SCREW,MACHINE",U,EA,XB3,2019288,2019288,,257,,110,0,$1.47,1
17A001N033,5305013340525SX,SCREW,U,EA,XB3,2020062,2019284,,14,,14,0,$5.98,1
17A001N034,5325012850574SX,RING   MS16634-4075,U,EA,XB3,2019274,2019283,,5,,2,0,$2.56,
17A001N035,5930004116977BY,SWITCH 7521-1,U,EA,XB3,2020092,2019283,,12,,0,0,$40.94,
17A001N036,5331011753482SX,PACKING MS9967-222,U,EA,XB3,2020153,2019283,,16,,16,0,$2.14,1
17A001N037,3120014123643BA,"BUSHING,SLEEVE",U,EA,XB3,2020168,2019283,,2,,0,0,$150.00,
17A001N038,5310001430358SX,NUT SELF-LOCKIN F18,U,EA,XB3,2020178,2019283,,62,,92,0,$1.66,3
17A001N039,6680004367623SX,"INDICATOR, LIQ QTY,",U,EA,XB3,2020182,2019283,,0,,1,0,"$8,818.58",2
17A001N040,5305010103681SX,SCREW MACHINE NAS11,U,EA,XB3,2020037,2019283,,26,,26,0,$0.37,1
17A001N041,5310013365907SX,WASHER,U,EA,XB3,2020015,2019283,,32,,50,0,$0.72,1
17A001N043,5331010796812SX,PACKING,U,EA,XB3,2020147,2019283,,132,,10,0,$0.34,3
17A001N044,5930008438990EH,SWITCH MS24658-22D,U,EA,XB3,2020169,2019283,,7,,7,0,$23.47,2
17A001N045,5342010568704SX,PLUGER LATCH 106175,U,EA,XB3,2019274,2019283,,1,,0,0,$92.43,
17A001N046,5310000880552,NUT SELF-LOCK 1BD07,U,EA,XB3,2020153,2019283,,10,,10,0,$0.64,1
17A001N047,5306013590123SX,"BOLT, MACHINE AIC17",U,EA,XB3,2019274,2019283,,4,,1,0,$6.36,1
17A001N048,6210010822235SX,"LIGHT ASSEMBLY,INDI",U,EA,XB3,2019318,2019283,,4,,4,0,$76.24,1
17A001N049,5340011113899SX,CLIP,U,EA,XB3,2019274,2019283,,36,,8,0,$0.28,2
17A001N051,6240012662887SX,"LAMP,28V",U,EA,XB3,2020092,2019283,,46,,49,0,$0.24,1
17A001N052,5305010040865SX,"SCREW, MACHINE",U,EA,XB3,2020182,2019288,,119,,126,0,$13.19,1
17A001N053,5330005437088SX,ER CHD .890IN CSH .,U,PG,XB3,2020183,2019283,,1,,1,0,$7.40,
17A001N054,6145011520628EH,"WIRE, DIA.059IN VOL",U,FT,XB3,2020175,2019288,,78,4,1,0,$0.08,
17A001N055,5330007610665UC,SEAL 4F70072-102A,U,EA,XB3,2019318,2019283,,0,,0,0,$160.63,1
17A001N058,5310000664075SX,"WASHER,FLAT",U,HD,XB3,2019274,2019283,,1,,1,0,$2.80,
17A001N062,5306013415598SX,"BOLT,SHEAR",U,EA,XB3,2020164,2019283,,297,,146,0,$0.79,1
17A001N064,5340011212862SX,CLAMP LOOP M85052/1,U,EA,XB3,2019274,2019283,,9,,9,0,$12.68,
17A001N068,3040015591251,LINK ASSY,U,EA,XB3,2019274,2019283,,15,,0,0,"$1,406.98",
17A001N070,5330003673895SX,SEAL S50-014N,U,EA,XB3,2019274,2019283,,1,,0,0,$2.55,
17A001N077,5310009694466,"WASHER, KEY THRD DI",U,HD,XB3,2019274,2019283,,3,,1,0,$11.22,
17A001N078,5306011647461SX,BOLT,U,EA,XB3,2020078,2019288,,9,,10,0,$5.43,1
17A001N080,5305011666660,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020074,2019283,,72,,60,0,$0.36,1
17A001N081,5306001727216SX,BOLT NAS6804U7,U,EA,XB3,2019308,2019283,,41,,28,0,$4.02,1
17A001N085,5305014340876SX,"SCREW,MACHINE",U,EA,XB3,2019274,2019283,,3,,0,0,$23.28,
17A001P002,5925015519134,CIRCUIT BREAKER,U,EA,XB3,2020169,2019283,,11,,0,0,"$1,682.40",
17A001P003,5310008790669FX,"NUT,SELF-LOCKING",U,EA,XB3,2020014,2019283,,60,,64,0,$1.41,
17A001P004,5305003404246SX,SCREW/NAS1993-7T,U,EA,XB3,2020149,2019283,,5,,5,0,$1.57,
17A001P005,5310009941686SX,WASHER LS881-6,U,EA,XB3,2019274,2019283,,337,,142,0,$0.25,1
17A001P007,5305008557550,SCREW NAS600-9P,U,EA,XB3,2019134,2019283,,288,,0,0,$0.09,
17A001P008,5305004597817SX,SCREW NAS1153V42,U,EA,XB3,2020162,2019283,,7,,7,0,$4.66,2
17A001P009,4730014267855BA,"RESTRICTOR,FLUID FL",U,EA,XB3,2020168,2019283,,2,,1,0,$193.00,
17A001P011,5331013256040,O RING,U,EA,XB3,2019274,2019283,,30,,7,0,$0.93,2
17A001P013,5306014654551LE,"BOLT, SQUARE NECK",U,EA,XB3,2020168,2019283,,36,,0,0,$19.42,
17A001P014,5310000512590SX,NUT 3P23013-101,U,EA,XB3,2019274,2019283,,1,,0,0,$6.04,1
17A001P015,5306012704067SX,BOLT MACHINE,U,EA,XB3,2019274,2019283,,6,,0,0,$7.84,
17A001P016,5331010798148,O-RING,U,EA,XB3,2020183,2019283,,1,,1,0,$0.51,
17A001P017,5310008455030KF,NUT,U,EA,XB3,2020183,2019288,,100,,155,0,$0.40,2
17A001P018,5305013216120SX,SCREW CLOSE TOLERAN,U,EA,XB3,2020132,2019283,,72,,50,0,$4.39,1
17A001P019,5305011806612SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020050,2019288,,221,,257,0,$1.43,1
17A001P020,5305008333622SX,SCREW MACHINE .375,U,EA,XB3,2020044,2019283,,61,,62,0,$0.11,2
17A001P022,5305008839221SX,SCREW NASU623-13,U,EA,XB3,2020147,2019288,,0,,39,0,$0.67,2
17A001P023,5340014593209BA,STRAP H3-1435-11,U,EA,XB3,2020168,2019283,,5,,0,0,$221.00,
17A001P025,5330014564770SX,GASKET,U,EA,XB3,2019326,2019283,,2,,1,0,$160.07,1
17A001P027,5340014158859SX,CLAMP,U,EA,XB3,2019316,2019283,,2,,2,0,$16.99,
17A001P028,4820015147352BA,"VALVE,SHUTTLE",U,EA,XB3,2020168,2019283,,12,,0,0,$836.32,
17A001P029,5315004941870SX,QK REL PIN MS17987C,U,EA,XB3,2019274,2019283,,4,,4,0,$18.53,
17A001P030,5330014524769BA,GASKET,U,EA,XB3,2020168,2019283,,1,,0,0,"$1,000.00",
17A001P031,5305008576822,SCRW TLG.376IN H.28,U,HD,XB3,2019274,2019283,,5,,0,0,$1.89,
17A001P032,5320010103708SX,PIN THRE HL911-5-18,U,EA,XB3,2020129,2019283,,210,,206,0,$6.55,1
17A001P033,5305009032196SX,SCREW,U,EA,XB3,2018278,2019283,,82,,15,0,$0.06,
17A001P034,6210010110060SX,LIGHT INDICATOR,U,EA,XB3,2019274,2019283,,3,,0,0,$11.02,
17A001P036,5935011847188EH,"COVER,ELECTRICAL CO",U,EA,XB3,2020077,2019283,,6,,8,0,$4.93,
17A001P037,5306004436778SX,BOLT NAS 654V17D,U,EA,XB3,2020162,2019283,,7,,7,0,$23.84,1
17A001P039,4730004385304SX,COUPLG 63551L104G28,U,EA,XB3,2020150,2019283,,1,,1,0,$504.72,
17A001P040,5355014190360SX,KNOB,U,EA,XB3,2019274,2019283,,5,,0,0,$9.05,
17A001P041,5305010729144SX,SCREW NAS1153-26,U,EA,XB3,2020153,2019283,,1,,1,0,$0.51,1
17A001P042,5305011829049SX,"BOLT,TORQ",U,EA,XB3,2020147,2019284,,76,,47,0,$2.58,2
17A001P043,5331008214898NY,R/B= 000200105 O-RI,U,EA,XB3,2018274,2019283,,22,D,0,0,$0.18,
17A001P044,5331002799404,"PACKING,PREFORMED",U,EA,XB3,2019274,2019283,,5,,1,0,$0.81,
17A001P046,5310003794633SX,NUT SELFLOC BFN443-,U,EA,XB3,2020178,2019283,,69,,99,0,$1.29,2
17A001P048,5305001712561SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019317,2019283,,40,,19,0,$2.78,
17A001P053,5310001015840SX,NUT,U,EA,XB3,2020058,2019288,,89,,106,0,$2.05,2
